date,value
2007/12/13/8.0,9491.88
2007/12/13/8.5,9728.9
2007/12/13/9.0,9776.08
2007/12/13/9.5,9909.76
2007/12/13/10.0,9857.06
2007/12/13/10.5,9791.4
2007/12/13/11.0,9849.79
2007/12/13/11.5,9815.98
2007/12/13/12.0,9752.09
2007/12/13/12.5,9792.87
2007/12/13/13.0,9805.43
2007/12/13/13.5,9813.07
2007/12/13/14.0,9778.73
2007/12/13/14.5,9724.95
2007/12/13/15.0,9729.93
2007/12/13/15.5,9753.07
2007/12/13/16.0,9708.03
2007/12/13/16.5,9653.1
2007/12/13/17.0,9606.68
2007/12/13/17.5,9413.82
2007/12/13/18.0,9254.47
2007/12/13/18.5,9129.16
2007/12/13/19.0,9126.05
2007/12/13/19.5,9219.78
2007/12/13/20.0,9306.29
2007/12/13/20.5,9079.37
2007/12/13/21.0,8803.83
2007/12/13/21.5,8843.48
2007/12/13/22.0,8608.23
2007/12/13/22.5,8543.76
2007/12/13/23.0,8414.62
2007/12/13/23.5,8287.69
2007/12/14/0.0,8147.96
2007/12/14/0.5,7909.53
2007/12/14/1.0,7654.73
2007/12/14/1.5,7336.81
2007/12/14/2.0,7036.49
2007/12/14/2.5,6755.04
2007/12/14/3.0,6675.4
2007/12/14/3.5,6661.65
2007/12/14/4.0,6730
2007/12/14/4.5,6962.16
2007/12/14/5.0,7243.49
2007/12/14/5.5,7824.64
2007/12/14/6.0,8366.22
2007/12/14/6.5,8724.5
2007/12/14/7.0,9131.53
2007/12/14/7.5,9420.9
2007/12/14/8.0,9591.37
2007/12/14/8.5,9764.06
2007/12/14/9.0,9899.74
2007/12/14/9.5,10005.85
2007/12/14/10.0,10031.44
2007/12/14/10.5,10059.45
2007/12/14/11.0,10076.09
2007/12/14/11.5,10052.25
2007/12/14/12.0,9972.03
2007/12/14/12.5,9978.13
2007/12/14/13.0,10019.91
2007/12/14/13.5,9981.07
2007/12/14/14.0,9978.31
2007/12/14/14.5,9938.46
2007/12/14/15.0,9989.17
2007/12/14/15.5,9981.86
2007/12/14/16.0,9915.9
2007/12/14/16.5,9855.05
2007/12/14/17.0,9682.15
2007/12/14/17.5,9375.01
2007/12/14/18.0,9211.18
2007/12/14/18.5,8978.37
2007/12/14/19.0,8895.09
2007/12/14/19.5,8940.06
2007/12/14/20.0,9027.74
2007/12/14/20.5,8840.26
2007/12/14/21.0,8562.42
2007/12/14/21.5,8690.54
2007/12/14/22.0,8599.34
2007/12/14/22.5,8554.12
2007/12/14/23.0,8521.6
2007/12/14/23.5,8276.03
2007/12/15/0.0,8117.9
2007/12/15/0.5,7853.33
2007/12/15/1.0,7630.78
2007/12/15/1.5,7272.36
2007/12/15/2.0,6891.55
2007/12/15/2.5,6691.23
2007/12/15/3.0,6520.83
2007/12/15/3.5,6465.12
2007/12/15/4.0,6475.1
2007/12/15/4.5,6585.44
2007/12/15/5.0,6621.14
2007/12/15/5.5,6786.41
2007/12/15/6.0,7071.1
2007/12/15/6.5,7421.04
2007/12/15/7.0,7859.2
2007/12/15/7.5,8268.59
2007/12/15/8.0,8598.06
2007/12/15/8.5,8960.14
2007/12/15/9.0,9054.95
2007/12/15/9.5,9227.26
2007/12/15/10.0,9214.39
2007/12/15/10.5,9218.66
2007/12/15/11.0,9315.46
2007/12/15/11.5,9297.9
2007/12/15/12.0,9260.46
2007/12/15/12.5,9331.88
2007/12/15/13.0,9383.78
2007/12/15/13.5,9487.12
2007/12/15/14.0,9525.36
2007/12/15/14.5,9556.59
2007/12/15/15.0,9615.77
2007/12/15/15.5,9679.74
2007/12/15/16.0,9730.89
2007/12/15/16.5,9591.04
2007/12/15/17.0,9563.41
2007/12/15/17.5,9451.72
2007/12/15/18.0,9298.19
2007/12/15/18.5,9153.96
2007/12/15/19.0,9034.77
2007/12/15/19.5,9064.29
2007/12/15/20.0,9003.17
2007/12/15/20.5,8822.67
2007/12/15/21.0,8634.88
2007/12/15/21.5,8566.23
2007/12/15/22.0,8436.31
2007/12/15/22.5,8382.99
2007/12/15/23.0,8141.5
2007/12/15/23.5,7944.54
2007/12/16/0.0,7728.89
2007/12/16/0.5,7494.83
2007/12/16/1.0,7280.8
2007/12/16/1.5,6984.99
2007/12/16/2.0,6664.52
2007/12/16/2.5,6613.59
2007/12/16/3.0,6505.96
2007/12/16/3.5,6455.95
2007/12/16/4.0,6470.01
2007/12/16/4.5,6510.57
2007/12/16/5.0,6503.13
2007/12/16/5.5,6596.45
2007/12/16/6.0,6759.9
2007/12/16/6.5,7020.5
2007/12/16/7.0,7350.76
2007/12/16/7.5,7684.17
2007/12/16/8.0,7998.98
2007/12/16/8.5,8328.8
2007/12/16/9.0,8649.01
2007/12/16/9.5,8802.79
2007/12/16/10.0,8892.71
2007/12/16/10.5,8895.96
2007/12/16/11.0,8931.57
2007/12/16/11.5,8949.67
2007/12/16/12.0,8999.26
2007/12/16/12.5,8911.46
2007/12/16/13.0,8865.55
2007/12/16/13.5,8748.08
2007/12/16/14.0,8767.62
2007/12/16/14.5,8692.82
2007/12/16/15.0,8688.08
2007/12/16/15.5,8726.06
2007/12/16/16.0,8783.32
2007/12/16/16.5,8776.47
2007/12/16/17.0,8881.5
2007/12/16/17.5,8883.07
2007/12/16/18.0,8828.83
2007/12/16/18.5,8726.06
2007/12/16/19.0,8620.4
2007/12/16/19.5,8621.8
2007/12/16/20.0,8653.53
2007/12/16/20.5,8431.67
2007/12/16/21.0,8179.7
2007/12/16/21.5,8082.91
2007/12/16/22.0,7942.11
2007/12/16/22.5,7884.8
2007/12/16/23.0,7665.93
2007/12/16/23.5,7485.47
2007/12/17/0.0,7362.99
2007/12/17/0.5,7173.9
2007/12/17/1.0,7077.31
2007/12/17/1.5,6810.4
2007/12/17/2.0,6600.86
2007/12/17/2.5,6426.98
2007/12/17/3.0,6404.18
2007/12/17/3.5,6415.5
2007/12/17/4.0,6521.4
2007/12/17/4.5,6735.41
2007/12/17/5.0,7009.95
2007/12/17/5.5,7611.79
2007/12/17/6.0,8165.86
2007/12/17/6.5,8620.5
2007/12/17/7.0,9037.17
2007/12/17/7.5,9317.18
2007/12/17/8.0,9403.32
2007/12/17/8.5,9602.89
2007/12/17/9.0,9731.38
2007/12/17/9.5,9886.8
2007/12/17/10.0,9956.17
2007/12/17/10.5,9961.51
2007/12/17/11.0,10003.08
2007/12/17/11.5,9882.29
2007/12/17/12.0,9837.72
2007/12/17/12.5,9859.3
2007/12/17/13.0,9879.43
2007/12/17/13.5,9907.97
2007/12/17/14.0,9891.06
2007/12/17/14.5,9832.59
2007/12/17/15.0,9810.23
2007/12/17/15.5,9864.01
2007/12/17/16.0,9797.1
2007/12/17/16.5,9744.29
2007/12/17/17.0,9758.86
2007/12/17/17.5,9537.02
2007/12/17/18.0,9404.6
2007/12/17/18.5,9194.14
2007/12/17/19.0,9099.54
2007/12/17/19.5,9118.77
2007/12/17/20.0,9216.94
2007/12/17/20.5,9031.21
2007/12/17/21.0,8715.2
2007/12/17/21.5,8759.16
2007/12/17/22.0,8505.2
2007/12/17/22.5,8475.48
2007/12/17/23.0,8318.47
2007/12/17/23.5,8160.93
2007/12/18/0.0,8035.94
2007/12/18/0.5,7809.17
2007/12/18/1.0,7673.79
2007/12/18/1.5,7260.73
2007/12/18/2.0,6916.04
2007/12/18/2.5,6756.57
2007/12/18/3.0,6632.72
2007/12/18/3.5,6635.39
2007/12/18/4.0,6680.97
2007/12/18/4.5,6980.55
2007/12/18/5.0,7157.23
2007/12/18/5.5,7745.95
2007/12/18/6.0,8346.23
2007/12/18/6.5,8698.15
2007/12/18/7.0,9100.91
2007/12/18/7.5,9230.03
2007/12/18/8.0,9507.34
2007/12/18/8.5,9655.51
2007/12/18/9.0,9764.59
2007/12/18/9.5,9841.65
2007/12/18/10.0,9814
2007/12/18/10.5,9819.4
2007/12/18/11.0,9810.62
2007/12/18/11.5,9811.52
2007/12/18/12.0,9752.9
2007/12/18/12.5,9783.96
2007/12/18/13.0,9777.62
2007/12/18/13.5,9804.69
2007/12/18/14.0,9741.92
2007/12/18/14.5,9771.56
2007/12/18/15.0,9752
2007/12/18/15.5,9748.61
2007/12/18/16.0,9734.32
2007/12/18/16.5,9628.29
2007/12/18/17.0,9627.66
2007/12/18/17.5,9386.77
2007/12/18/18.0,9272.73
2007/12/18/18.5,9110.51
2007/12/18/19.0,9066.45
2007/12/18/19.5,9172.89
2007/12/18/20.0,9228.99
2007/12/18/20.5,9078.32
2007/12/18/21.0,8809.05
2007/12/18/21.5,8822.54
2007/12/18/22.0,8659.72
2007/12/18/22.5,8637.62
2007/12/18/23.0,8465.99
2007/12/18/23.5,8279.91
2007/12/19/0.0,8132.65
2007/12/19/0.5,7911.04
2007/12/19/1.0,7696.06
2007/12/19/1.5,7288.02
2007/12/19/2.0,6982.33
2007/12/19/2.5,6728.55
2007/12/19/3.0,6604.32
2007/12/19/3.5,6574.81
2007/12/19/4.0,6643.15
2007/12/19/4.5,6913.17
2007/12/19/5.0,7176.88
2007/12/19/5.5,7773.51
2007/12/19/6.0,8321.18
2007/12/19/6.5,8663.74
2007/12/19/7.0,9105.1
2007/12/19/7.5,9372.83
2007/12/19/8.0,9520.52
2007/12/19/8.5,9759.5
2007/12/19/9.0,9869.85
2007/12/19/9.5,9944.41
2007/12/19/10.0,9961.98
2007/12/19/10.5,9963.88
2007/12/19/11.0,9987.93
2007/12/19/11.5,9955.92
2007/12/19/12.0,9953.68
2007/12/19/12.5,9985.73
2007/12/19/13.0,9937.65
2007/12/19/13.5,10053.32
2007/12/19/14.0,9995.5
2007/12/19/14.5,9949.78
2007/12/19/15.0,9989.66
2007/12/19/15.5,10026.39
2007/12/19/16.0,10011.29
2007/12/19/16.5,9951.41
2007/12/19/17.0,9849.98
2007/12/19/17.5,9597.45
2007/12/19/18.0,9479.11
2007/12/19/18.5,9311.25
2007/12/19/19.0,9237.99
2007/12/19/19.5,9316.75
2007/12/19/20.0,9341.54
2007/12/19/20.5,9128.4
2007/12/19/21.0,8863.72
2007/12/19/21.5,8947.53
2007/12/19/22.0,8772.46
2007/12/19/22.5,8706.89
2007/12/19/23.0,8496.36
2007/12/19/23.5,8320.53
2007/12/20/0.0,8099.03
2007/12/20/0.5,7854.13
2007/12/20/1.0,7624.1
2007/12/20/1.5,7321.07
2007/12/20/2.0,6981.01
2007/12/20/2.5,6778.23
2007/12/20/3.0,6717.87
2007/12/20/3.5,6730.1
2007/12/20/4.0,6803.06
2007/12/20/4.5,6996.76
2007/12/20/5.0,7292.93
2007/12/20/5.5,7851.9
2007/12/20/6.0,8434.68
2007/12/20/6.5,8807.11
2007/12/20/7.0,9236.86
2007/12/20/7.5,9508.14
2007/12/20/8.0,9730.94
2007/12/20/8.5,9973.34
2007/12/20/9.0,10082.5
2007/12/20/9.5,10165.37
2007/12/20/10.0,10122.84
2007/12/20/10.5,10090
2007/12/20/11.0,10216.92
2007/12/20/11.5,10201.78
2007/12/20/12.0,10121.31
2007/12/20/12.5,10152.29
2007/12/20/13.0,10155.39
2007/12/20/13.5,10152.02
2007/12/20/14.0,10132.01
2007/12/20/14.5,10060.03
2007/12/20/15.0,10018.12
2007/12/20/15.5,10098.45
2007/12/20/16.0,9983.56
2007/12/20/16.5,9923.72
2007/12/20/17.0,9951.8
2007/12/20/17.5,9750.38
2007/12/20/18.0,9594.34
2007/12/20/18.5,9471.45
2007/12/20/19.0,9426.22
2007/12/20/19.5,9554.76
2007/12/20/20.0,9579.62
2007/12/20/20.5,9364.07
2007/12/20/21.0,9074.6
2007/12/20/21.5,9068.58
2007/12/20/22.0,8883.27
2007/12/20/22.5,8830.6
2007/12/20/23.0,8712.26
2007/12/20/23.5,8489.83
2007/12/21/0.0,8226.48
2007/12/21/0.5,7941.09
2007/12/21/1.0,7652.81
2007/12/21/1.5,7334.27
2007/12/21/2.0,6987.22
2007/12/21/2.5,6769.19
2007/12/21/3.0,6659.55
2007/12/21/3.5,6632.23
2007/12/21/4.0,6726.54
2007/12/21/4.5,6897.31
2007/12/21/5.0,7166.22
2007/12/21/5.5,7669.8
2007/12/21/6.0,8275.94
2007/12/21/6.5,8641.66
2007/12/21/7.0,9146.76
2007/12/21/7.5,9507.76
2007/12/21/8.0,9800.16
2007/12/21/8.5,10156.38
2007/12/21/9.0,10355.76
2007/12/21/9.5,10522.06
2007/12/21/10.0,10649.69
2007/12/21/10.5,10748.35
2007/12/21/11.0,10851.69
2007/12/21/11.5,10914.02
2007/12/21/12.0,10912.19
2007/12/21/12.5,11016.14
2007/12/21/13.0,11093.08
2007/12/21/13.5,11207.06
2007/12/21/14.0,11220.3
2007/12/21/14.5,11251.94
2007/12/21/15.0,11326.19
2007/12/21/15.5,11318.46
2007/12/21/16.0,11302.75
2007/12/21/16.5,11157.48
2007/12/21/17.0,10920.82
2007/12/21/17.5,10558.68
2007/12/21/18.0,10283.68
2007/12/21/18.5,10009.58
2007/12/21/19.0,9862.65
2007/12/21/19.5,9923.95
2007/12/21/20.0,9858
2007/12/21/20.5,9621.37
2007/12/21/21.0,9352.97
2007/12/21/21.5,9395.96
2007/12/21/22.0,9179.99
2007/12/21/22.5,9094.09
2007/12/21/23.0,8844.84
2007/12/21/23.5,8573.23
2007/12/22/0.0,8289.44
2007/12/22/0.5,7993.65
2007/12/22/1.0,7654.58
2007/12/22/1.5,7323.85
2007/12/22/2.0,7058.22
2007/12/22/2.5,6836.38
2007/12/22/3.0,6635.89
2007/12/22/3.5,6631.21
2007/12/22/4.0,6576.61
2007/12/22/4.5,6661.42
2007/12/22/5.0,6725.48
2007/12/22/5.5,6864.03
2007/12/22/6.0,7158.4
2007/12/22/6.5,7477.31
2007/12/22/7.0,7902.63
2007/12/22/7.5,8346.52
2007/12/22/8.0,8666.47
2007/12/22/8.5,9007.16
2007/12/22/9.0,9050.4
2007/12/22/9.5,9189.56
2007/12/22/10.0,9130.23
2007/12/22/10.5,9135.06
2007/12/22/11.0,9157.99
2007/12/22/11.5,9051.84
2007/12/22/12.0,8961.06
2007/12/22/12.5,8908.66
2007/12/22/13.0,8891.98
2007/12/22/13.5,8863.67
2007/12/22/14.0,8806.53
2007/12/22/14.5,8789.84
2007/12/22/15.0,8869.65
2007/12/22/15.5,8867.75
2007/12/22/16.0,8871.52
2007/12/22/16.5,8769.3
2007/12/22/17.0,8827.01
2007/12/22/17.5,8722.79
2007/12/22/18.0,8577.73
2007/12/22/18.5,8401.01
2007/12/22/19.0,8331.75
2007/12/22/19.5,8346.07
2007/12/22/20.0,8501.45
2007/12/22/20.5,8355.49
2007/12/22/21.0,8143.35
2007/12/22/21.5,8124.51
2007/12/22/22.0,7973.08
2007/12/22/22.5,7918.17
2007/12/22/23.0,7623.76
2007/12/22/23.5,7422.45
2007/12/23/0.0,7216.18
2007/12/23/0.5,7049.78
2007/12/23/1.0,6830.12
2007/12/23/1.5,6502.34
2007/12/23/2.0,6252.07
2007/12/23/2.5,6111.81
2007/12/23/3.0,6036.61
2007/12/23/3.5,5987.67
2007/12/23/4.0,5994.64
2007/12/23/4.5,6086.86
2007/12/23/5.0,6064.4
2007/12/23/5.5,6214.61
2007/12/23/6.0,6419.05
2007/12/23/6.5,6690.3
2007/12/23/7.0,6972.58
2007/12/23/7.5,7339.91
2007/12/23/8.0,7670.54
2007/12/23/8.5,8015.43
2007/12/23/9.0,8218.45
2007/12/23/9.5,8254.53
2007/12/23/10.0,8229.39
2007/12/23/10.5,8220.46
2007/12/23/11.0,8182.37
2007/12/23/11.5,8167.99
2007/12/23/12.0,8114.28
2007/12/23/12.5,8088.21
2007/12/23/13.0,8024.94
2007/12/23/13.5,8005.38
2007/12/23/14.0,7951.82
2007/12/23/14.5,7949.34
2007/12/23/15.0,7952.13
2007/12/23/15.5,7968.29
2007/12/23/16.0,7903.53
2007/12/23/16.5,7848.42
2007/12/23/17.0,7874.58
2007/12/23/17.5,7863.94
2007/12/23/18.0,7846.09
2007/12/23/18.5,7813.14
2007/12/23/19.0,7835.55
2007/12/23/19.5,7978.84
2007/12/23/20.0,8044.78
2007/12/23/20.5,8031.75
2007/12/23/21.0,7817.53
2007/12/23/21.5,7842.52
2007/12/23/22.0,7756.64
2007/12/23/22.5,7687.79
2007/12/23/23.0,7402.19
2007/12/23/23.5,7211.52
2007/12/24/0.0,7059.83
2007/12/24/0.5,6911.84
2007/12/24/1.0,6726.61
2007/12/24/1.5,6457.57
2007/12/24/2.0,6226.11
2007/12/24/2.5,6111.45
2007/12/24/3.0,6029.25
2007/12/24/3.5,6043.54
2007/12/24/4.0,6072.41
2007/12/24/4.5,6193.46
2007/12/24/5.0,6312.67
2007/12/24/5.5,6644.72
2007/12/24/6.0,6974.26
2007/12/24/6.5,7283.43
2007/12/24/7.0,7624.47
2007/12/24/7.5,7926.75
2007/12/24/8.0,8182.66
2007/12/24/8.5,8528.46
2007/12/24/9.0,8645.76
2007/12/24/9.5,8687.37
2007/12/24/10.0,8617.51
2007/12/24/10.5,8666.55
2007/12/24/11.0,8548.49
2007/12/24/11.5,8611.22
2007/12/24/12.0,8600.91
2007/12/24/12.5,8579.69
2007/12/24/13.0,8530.98
2007/12/24/13.5,8509.67
2007/12/24/14.0,8485.38
2007/12/24/14.5,8522.62
2007/12/24/15.0,8492.12
2007/12/24/15.5,8498.11
2007/12/24/16.0,8536.3
2007/12/24/16.5,8490.51
2007/12/24/17.0,8446.31
2007/12/24/17.5,8147.89
2007/12/24/18.0,7978.85
2007/12/24/18.5,7731.87
2007/12/24/19.0,7653.99
2007/12/24/19.5,7726.74
2007/12/24/20.0,7910.7
2007/12/24/20.5,7797.85
2007/12/24/21.0,7662.27
2007/12/24/21.5,7874.09
2007/12/24/22.0,7883.78
2007/12/24/22.5,7972.54
2007/12/24/23.0,7867.85
2007/12/24/23.5,7698.5
2007/12/25/0.0,7487.87
2007/12/25/0.5,7256.87
2007/12/25/1.0,7035.82
2007/12/25/1.5,6663.37
2007/12/25/2.0,6320.89
2007/12/25/2.5,6059.56
2007/12/25/3.0,5905.17
2007/12/25/3.5,5823.67
2007/12/25/4.0,5787.65
2007/12/25/4.5,5810.32
2007/12/25/5.0,5846.27
2007/12/25/5.5,6023.57
2007/12/25/6.0,6226.36
2007/12/25/6.5,6406.42
2007/12/25/7.0,6696.68
2007/12/25/7.5,6984.45
2007/12/25/8.0,7149.28
2007/12/25/8.5,7352.8
2007/12/25/9.0,7446.53
2007/12/25/9.5,7552.24
2007/12/25/10.0,7543.39
2007/12/25/10.5,7545.33
2007/12/25/11.0,7475.45
2007/12/25/11.5,7353.61
2007/12/25/12.0,7206.57
2007/12/25/12.5,7024.26
2007/12/25/13.0,6866.46
2007/12/25/13.5,6745.65
2007/12/25/14.0,6683.88
2007/12/25/14.5,6653.23
2007/12/25/15.0,6638.9
2007/12/25/15.5,6640.81
2007/12/25/16.0,6632.48
2007/12/25/16.5,6644.46
2007/12/25/17.0,6642.41
2007/12/25/17.5,6622.15
2007/12/25/18.0,6661.27
2007/12/25/18.5,6688.91
2007/12/25/19.0,6756.7
2007/12/25/19.5,6905.94
2007/12/25/20.0,7055.44
2007/12/25/20.5,7050.71
2007/12/25/21.0,6946.62
2007/12/25/21.5,7133.12
2007/12/25/22.0,7089.43
2007/12/25/22.5,7175.33
2007/12/25/23.0,7153.07
2007/12/25/23.5,7060.34
2007/12/26/0.0,6937.68
2007/12/26/0.5,6774.41
2007/12/26/1.0,6571.96
2007/12/26/1.5,6250.49
2007/12/26/2.0,5946.14
2007/12/26/2.5,5795.18
2007/12/26/3.0,5688.25
2007/12/26/3.5,5626.28
2007/12/26/4.0,5618.7
2007/12/26/4.5,5684.74
2007/12/26/5.0,5676.02
2007/12/26/5.5,5779.64
2007/12/26/6.0,5890.86
2007/12/26/6.5,6042.09
2007/12/26/7.0,6282.1
2007/12/26/7.5,6578.02
2007/12/26/8.0,6846.16
2007/12/26/8.5,7147.96
2007/12/26/9.0,7317.39
2007/12/26/9.5,7436.77
2007/12/26/10.0,7521.23
2007/12/26/10.5,7510.03
2007/12/26/11.0,7496.66
2007/12/26/11.5,7461.77
2007/12/26/12.0,7400.44
2007/12/26/12.5,7361.99
2007/12/26/13.0,7312.51
2007/12/26/13.5,7296.44
2007/12/26/14.0,7284.9
2007/12/26/14.5,7318.02
2007/12/26/15.0,7385.75
2007/12/26/15.5,7433.42
2007/12/26/16.0,7478.08
2007/12/26/16.5,7533.89
2007/12/26/17.0,7574.98
2007/12/26/17.5,7495
2007/12/26/18.0,7438.32
2007/12/26/18.5,7346.35
2007/12/26/19.0,7377.07
2007/12/26/19.5,7539.11
2007/12/26/20.0,7729.38
2007/12/26/20.5,7683.01
2007/12/26/21.0,7504.22
2007/12/26/21.5,7635.73
2007/12/26/22.0,7520.33
2007/12/26/22.5,7537.16
2007/12/26/23.0,7453.31
2007/12/26/23.5,7314.53
2007/12/27/0.0,7194.35
2007/12/27/0.5,7054.71
2007/12/27/1.0,6843.26
2007/12/27/1.5,6520.99
2007/12/27/2.0,6287.79
2007/12/27/2.5,6096.18
2007/12/27/3.0,6008.78
2007/12/27/3.5,5959.21
2007/12/27/4.0,5989.28
2007/12/27/4.5,6118.59
2007/12/27/5.0,6206.51
2007/12/27/5.5,6484.21
2007/12/27/6.0,6756.1
2007/12/27/6.5,7006.48
2007/12/27/7.0,7308.2
2007/12/27/7.5,7641.43
2007/12/27/8.0,7957.62
2007/12/27/8.5,8270.28
2007/12/27/9.0,8470.16
2007/12/27/9.5,8596.45
2007/12/27/10.0,8660.57
2007/12/27/10.5,8696.04
2007/12/27/11.0,8740.72
2007/12/27/11.5,8832.46
2007/12/27/12.0,8775.14
2007/12/27/12.5,8792.65
2007/12/27/13.0,8748.71
2007/12/27/13.5,8705.51
2007/12/27/14.0,8638.22
2007/12/27/14.5,8615.97
2007/12/27/15.0,8604.16
2007/12/27/15.5,8632.06
2007/12/27/16.0,8748.52
2007/12/27/16.5,8796.46
2007/12/27/17.0,8837.82
2007/12/27/17.5,8700.39
2007/12/27/18.0,8628.33
2007/12/27/18.5,8480.54
2007/12/27/19.0,8364.8
2007/12/27/19.5,8417.11
2007/12/27/20.0,8510.31
2007/12/27/20.5,8303.43
2007/12/27/21.0,8049.63
2007/12/27/21.5,8134.64
2007/12/27/22.0,7990.48
2007/12/27/22.5,7986.5
2007/12/27/23.0,7912.18
2007/12/27/23.5,7712.36
2007/12/28/0.0,7561.24
2007/12/28/0.5,7367.13
2007/12/28/1.0,7124.16
2007/12/28/1.5,6773.36
2007/12/28/2.0,6461.16
2007/12/28/2.5,6250.18
2007/12/28/3.0,6177.31
2007/12/28/3.5,6128.03
2007/12/28/4.0,6144.64
2007/12/28/4.5,6246.46
2007/12/28/5.0,6311.05
2007/12/28/5.5,6602.09
2007/12/28/6.0,6862.58
2007/12/28/6.5,7128.73
2007/12/28/7.0,7319.43
2007/12/28/7.5,7543.9
2007/12/28/8.0,7935.18
2007/12/28/8.5,8329.77
2007/12/28/9.0,8753.41
2007/12/28/9.5,8887.6
2007/12/28/10.0,8951.06
2007/12/28/10.5,9018.36
2007/12/28/11.0,9031.33
2007/12/28/11.5,9076.32
2007/12/28/12.0,9077.34
2007/12/28/12.5,9150.72
2007/12/28/13.0,9200.78
2007/12/28/13.5,9242.09
2007/12/28/14.0,9266.87
2007/12/28/14.5,9353.69
2007/12/28/15.0,9391.28
2007/12/28/15.5,9474.22
2007/12/28/16.0,9513.41
2007/12/28/16.5,9570.78
2007/12/28/17.0,9500.61
2007/12/28/17.5,9265.19
2007/12/28/18.0,9101.9
2007/12/28/18.5,8845.38
2007/12/28/19.0,8681.82
2007/12/28/19.5,8647.45
2007/12/28/20.0,8693.23
2007/12/28/20.5,8545.53
2007/12/28/21.0,8270.96
2007/12/28/21.5,8319.43
2007/12/28/22.0,8249.58
2007/12/28/22.5,8231.71
2007/12/28/23.0,8063.51
2007/12/28/23.5,7863.28
2007/12/29/0.0,7679.59
2007/12/29/0.5,7463.19
2007/12/29/1.0,7162.79
2007/12/29/1.5,6867.11
2007/12/29/2.0,6541.1
2007/12/29/2.5,6339.21
2007/12/29/3.0,6163.9
2007/12/29/3.5,6105.22
2007/12/29/4.0,6068.4
2007/12/29/4.5,6122.41
2007/12/29/5.0,6153.9
2007/12/29/5.5,6302.26
2007/12/29/6.0,6463.67
2007/12/29/6.5,6776.53
2007/12/29/7.0,7143.4
2007/12/29/7.5,7570.3
2007/12/29/8.0,7948.05
2007/12/29/8.5,8367.25
2007/12/29/9.0,8475.06
2007/12/29/9.5,8658.1
2007/12/29/10.0,8720.15
2007/12/29/10.5,8810.23
2007/12/29/11.0,8873.83
2007/12/29/11.5,8913.92
2007/12/29/12.0,9015.17
2007/12/29/12.5,9059.52
2007/12/29/13.0,9064.73
2007/12/29/13.5,9139.3
2007/12/29/14.0,9222.07
2007/12/29/14.5,9282.61
2007/12/29/15.0,9379.18
2007/12/29/15.5,9445.11
2007/12/29/16.0,9507.43
2007/12/29/16.5,9384.12
2007/12/29/17.0,9397.44
2007/12/29/17.5,9277.64
2007/12/29/18.0,9142.12
2007/12/29/18.5,8954.89
2007/12/29/19.0,8722.46
2007/12/29/19.5,8648.85
2007/12/29/20.0,8759.17
2007/12/29/20.5,8629.17
2007/12/29/21.0,8428.97
2007/12/29/21.5,8382.49
2007/12/29/22.0,8193.17
2007/12/29/22.5,8077.59
2007/12/29/23.0,7778.32
2007/12/29/23.5,7533.36
2007/12/30/0.0,7367.93
2007/12/30/0.5,7169.17
2007/12/30/1.0,6937.84
2007/12/30/1.5,6622.1
2007/12/30/2.0,6389.85
2007/12/30/2.5,6237.05
2007/12/30/3.0,6181.26
2007/12/30/3.5,6118.76
2007/12/30/4.0,6090.02
2007/12/30/4.5,6101.3
2007/12/30/5.0,6109.11
2007/12/30/5.5,6170.08
2007/12/30/6.0,6273.36
2007/12/30/6.5,6532.66
2007/12/30/7.0,6853.82
2007/12/30/7.5,7248.97
2007/12/30/8.0,7593.45
2007/12/30/8.5,7946.43
2007/12/30/9.0,8158.18
2007/12/30/9.5,8464.79
2007/12/30/10.0,8593.81
2007/12/30/10.5,8718.92
2007/12/30/11.0,8810.23
2007/12/30/11.5,8884.96
2007/12/30/12.0,8982.44
2007/12/30/12.5,9010.45
2007/12/30/13.0,9007.37
2007/12/30/13.5,9116.21
2007/12/30/14.0,9188.31
2007/12/30/14.5,9211.03
2007/12/30/15.0,9309.44
2007/12/30/15.5,9320.47
2007/12/30/16.0,9275.65
2007/12/30/16.5,9242.73
2007/12/30/17.0,9277.45
2007/12/30/17.5,9191.6
2007/12/30/18.0,9075.21
2007/12/30/18.5,8890.19
2007/12/30/19.0,8717.74
2007/12/30/19.5,8664.9
2007/12/30/20.0,8766.32
2007/12/30/20.5,8668.43
2007/12/30/21.0,8461.06
2007/12/30/21.5,8420.47
2007/12/30/22.0,8181.17
2007/12/30/22.5,8063.79
2007/12/30/23.0,7562.07
2007/12/30/23.5,7224.57
2007/12/31/0.0,7070.45
2007/12/31/0.5,6884.97
2007/12/31/1.0,6965.72
2007/12/31/1.5,6643.61
2007/12/31/2.0,6413.43
2007/12/31/2.5,6286.11
2007/12/31/3.0,6239.5
2007/12/31/3.5,6225.66
2007/12/31/4.0,6246.13
2007/12/31/4.5,6371.88
2007/12/31/5.0,6457.1
2007/12/31/5.5,6747.29
2007/12/31/6.0,7038.92
2007/12/31/6.5,7342.68
2007/12/31/7.0,7675.58
2007/12/31/7.5,8033.59
2007/12/31/8.0,8432.69
2007/12/31/8.5,8836.16
2007/12/31/9.0,9049.1
2007/12/31/9.5,9239.52
2007/12/31/10.0,9341.53
2007/12/31/10.5,9402.47
2007/12/31/11.0,9507.53
2007/12/31/11.5,9524.88
2007/12/31/12.0,9640.9
2007/12/31/12.5,9712.3
2007/12/31/13.0,9800.66
